Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Region,Product_ID,Product_Category,Product_Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Unit_Price,Revenue
ORD000019,2022-01-01 18:00:00,2022-01-02 18:00:00,CUST1688,Customer_1363,Consumer,West,PROD0128,Clothing,Tables,Product_475,135.641133717613,8,0.1,11.976562406830608,11.219386082637472,Low,16.955141714701625,135.641133717613
ORD000020,2022-01-01 19:00:00,2022-01-02 19:00:00,CUST0131,Customer_1821,Consumer,South,PROD0033,Clothing,Chairs,Product_455,31.570536147601473,2,0.0,-22.343740027396134,6.534472961320871,Medium,15.785268073800736,31.570536147601473
ORD000021,2022-01-01 20:00:00,2022-01-02 20:00:00,CUST1686,Customer_1283,Consumer,West,PROD0157,Clothing,Shirts,Product_412,29.388506496203824,8,0.1,-39.54246517541945,4.043084585556855,Low,3.673563312025478,29.388506496203824
ORD000022,2022-01-01 21:00:00,2022-01-02 21:00:00,CUST1333,Customer_90,Home Office,West,PROD0330,Electronics,Phones,Product_180,35.23876950917392,4,0.0,13.150083465892257,5.388126543385816,Medium,8.80969237729348,35.23876950917392
ORD000023,2022-01-01 22:00:00,2022-01-02 22:00:00,CUST0770,Customer_616,Consumer,Central,PROD0266,Office Supplies,Appliances,Product_460,131.00635902271227,2,0.2,48.069622212245086,5.733866661771097,High,65.50317951135614,131.00635902271227
ORD000024,2022-01-01 23:00:00,2022-01-02 23:00:00,CUST0344,Customer_891,Corporate,East,PROD0204,Electronics,Accessories,Product_106,56.72863403211318,4,0.0,36.10966556174805,5.9468463130143006,Low,14.182158508028294,56.72863403211318
ORD000025,2022-01-02 00:00:00,2022-01-03 00:00:00,CUST1516,Customer_698,Corporate,South,PROD0195,Electronics,Tables,Product_419,84.69823097285308,1,0.1,55.988366055407724,6.402078506153065,Medium,84.69823097285308,84.69823097285308
ORD000026,2022-01-02 01:00:00,2022-01-03 01:00:00,CUST1438,Customer_1274,Home Office,Central,PROD0387,Clothing,Tables,Product_322,48.08643492378819,7,0.15,78.38543213811283,3.3310192470991784,Low,6.869490703398313,48.08643492378819
ORD000027,2022-01-02 02:00:00,2022-01-03 02:00:00,CUST0806,Customer_1279,Consumer,West,PROD0461,Furniture,Binders,Product_410,75.88811202065513,3,0.0,16.28233230131683,2.062098650372223,Medium,25.296037340218376,75.88811202065513
ORD000028,2022-01-02 03:00:00,2022-01-03 03:00:00,CUST0386,Customer_1612,Corporate,South,PROD0109,Clothing,Phones,Product_148,116.46888006914399,4,0.0,4.26613389765651,6.826481231872751,Low,29.117220017285998,116.46888006914399
ORD000029,2022-01-02 04:00:00,2022-01-03 04:00:00,CUST1216,Customer_898,Corporate,South,PROD0159,Electronics,Chairs,Product_473,153.79636575556796,3,0.0,8.083737826371266,3.053091537970434,Low,51.26545525185599,153.79636575556796
ORD000030,2022-01-02 05:00:00,2022-01-03 05:00:00,CUST0956,Customer_971,Corporate,West,PROD0283,Clothing,Chairs,Product_190,115.38529979216291,8,0.15,17.230798772400508,3.6133098285681986,Low,14.423162474020364,115.38529979216291
ORD000031,2022-01-02 06:00:00,2022-01-03 06:00:00,CUST0277,Customer_1132,Home Office,South,PROD0454,Electronics,Appliances,Product_469,152.67621095394156,3,0.0,31.926548298323482,9.857309119662519,Medium,50.89207031798052,152.67621095394156
ORD000032,2022-01-02 07:00:00,2022-01-03 07:00:00,CUST1185,Customer_668,Home Office,East,PROD0027,Electronics,Paper,Product_129,62.08819173547943,7,0.2,-12.255156195174779,2.958969931421633,High,8.86974167649706,62.08819173547943
ORD000033,2022-01-02 08:00:00,2022-01-03 08:00:00,CUST0460,Customer_594,Consumer,East,PROD0227,Furniture,Paper,Product_348,46.752450751906366,2,0.0,-6.981519057059327,2.8490162476632106,Critical,23.376225375953183,46.752450751906366
ORD000034,2022-01-02 09:00:00,2022-01-03 09:00:00,CUST1338,Customer_589,Consumer,Central,PROD0252,Furniture,Accessories,Product_437,85.62839311476267,9,0.0,13.35644407708084,13.148599935599231,Low,9.514265901640297,85.62839311476267
ORD000035,2022-01-02 10:00:00,2022-01-03 10:00:00,CUST0022,Customer_485,Consumer,West,PROD0367,Furniture,Appliances,Product_486,180.81960850847582,6,0.0,46.355504399058276,5.45144905702949,High,30.136601418079305,180.81960850847582
ORD000036,2022-01-02 11:00:00,2022-01-03 11:00:00,CUST0253,Customer_982,Consumer,West,PROD0265,Clothing,Binders,Product_205,90.13631189610855,3,0.0,16.901243094625542,11.026710989164677,Low,30.04543729870285,90.13631189610855
ORD000037,2022-01-02 12:00:00,2022-01-03 12:00:00,CUST0748,Customer_972,Consumer,West,PROD0262,Office Supplies,Phones,Product_30,73.69934945955396,8,0.0,48.55186643727543,8.766736047687578,High,9.212418682444245,73.69934945955396
ORD000038,2022-01-02 13:00:00,2022-01-03 13:00:00,CUST0857,Customer_1282,Consumer,West,PROD0134,Electronics,Chairs,Product_444,157.05438300245012,8,0.15,27.092917552198145,2.791413752776554,Medium,19.631797875306265,157.05438300245012
ORD000039,2022-01-02 14:00:00,2022-01-03 14:00:00,CUST1585,Customer_639,Consumer,South,PROD0488,Electronics,Paper,Product_10,46.27424194267141,6,0.1,15.635921590995014,7.284856462548552,Low,7.712373657111901,46.27424194267141
ORD000040,2022-01-02 15:00:00,2022-01-03 15:00:00,CUST0475,Customer_997,Home Office,Central,PROD0026,Furniture,Phones,Product_109,165.27706131931978,4,0.1,27.833255781818814,3.506619984462067,Low,41.319265329829946,165.27706131931978
ORD000041,2022-01-02 16:00:00,2022-01-03 16:00:00,CUST1083,Customer_1927,Consumer,South,PROD0043,Furniture,Binders,Product_150,48.95760098529617,3,0.15,18.422973872851042,5.300773003181014,Low,16.319200328432057,48.95760098529617
ORD000042,2022-01-02 17:00:00,2022-01-03 17:00:00,CUST0511,Customer_282,Home Office,Central,PROD0019,Office Supplies,Phones,Product_285,103.02942254407361,9,0.0,14.222383225281035,7.155393820258309,Low,11.44771361600818,103.02942254407361
ORD000043,2022-01-02 18:00:00,2022-01-03 18:00:00,CUST1706,Customer_986,Consumer,East,PROD0016,Electronics,Chairs,Product_325,101.37919964466306,5,0.2,55.09220932312244,7.3913031633912425,High,20.275839928932612,101.37919964466306
ORD000044,2022-01-02 19:00:00,2022-01-03 19:00:00,CUST1500,Customer_1112,Corporate,East,PROD0105,Office Supplies,Phones,Product_392,158.2910714477098,4,0.2,50.954899473818394,3.931386125603034,Medium,39.57276786192745,158.2910714477098
ORD000045,2022-01-02 20:00:00,2022-01-03 20:00:00,CUST0700,Customer_1228,Home Office,West,PROD0279,Electronics,Tables,Product_437,142.1601879891685,9,0.2,16.126667545745462,6.041714264824947,High,15.795576443240943,142.1601879891685
ORD000046,2022-01-02 21:00:00,2022-01-03 21:00:00,CUST0976,Customer_16,Consumer,South,PROD0203,Office Supplies,Paper,Product_139,75.4444778250095,7,0.1,12.822890024060706,11.298384026655514,Medium,10.777782546429929,75.4444778250095
ORD000047,2022-01-02 22:00:00,2022-01-03 22:00:00,CUST1807,Customer_1175,Consumer,East,PROD0208,Office Supplies,Accessories,Product_154,106.10474343925766,3,0.2,55.59704526887719,11.824077986524571,Medium,35.36824781308589,106.10474343925766
ORD000048,2022-01-02 23:00:00,2022-01-03 23:00:00,CUST0190,Customer_936,Consumer,East,PROD0413,Electronics,Paper,Product_147,164.27846487579802,6,0.15,14.313994688112649,9.42187037147038,Low,27.379744145966338,164.27846487579802
ORD000049,2022-01-03 00:00:00,2022-01-04 00:00:00,CUST0958,Customer_254,Consumer,South,PROD0166,Clothing,Phones,Product_403,280.6504029881475,8,0.1,40.846680995792305,3.0113702008933316,Medium,35.08130037351844,280.6504029881475
ORD000050,2022-01-03 01:00:00,2022-01-04 01:00:00,CUST0687,Customer_1212,Home Office,Central,PROD0059,Office Supplies,Tables,Product_414,134.37643911863597,5,0.15,44.03451056981518,9.831303294189526,Medium,26.875287823727195,134.37643911863597
ORD000051,2022-01-03 02:00:00,2022-01-04 02:00:00,CUST0958,Customer_329,Home Office,East,PROD0497,Office Supplies,Paper,Product_36,278.10968175028466,2,0.1,52.31647494295693,2.424577003149492,Medium,139.05484087514233,278.10968175028466
ORD000052,2022-01-03 03:00:00,2022-01-04 03:00:00,CUST0563,Customer_544,Consumer,East,PROD0048,Furniture,Chairs,Product_426,58.09335815775668,8,0.0,54.07457067450473,6.968883580156113,High,7.261669769719585,58.09335815775668
ORD000053,2022-01-03 04:00:00,2022-01-04 04:00:00,CUST1900,Customer_783,Consumer,South,PROD0148,Clothing,Tables,Product_184,97.29568177428125,2,0.25,17.523902953819455,3.205424810754832,Medium,48.647840887140624,97.29568177428125
ORD000054,2022-01-03 05:00:00,2022-01-04 05:00:00,CUST1591,Customer_997,Consumer,South,PROD0277,Office Supplies,Binders,Product_265,99.08823690038503,1,0.1,57.783711701746114,3.327251115212288,Low,99.08823690038503,99.08823690038503
ORD000055,2022-01-03 06:00:00,2022-01-04 06:00:00,CUST1268,Customer_1421,Consumer,East,PROD0412,Furniture,Paper,Product_135,55.36305271902011,5,0.1,44.34339849629683,3.6574670304388857,Critical,11.072610543804021,55.36305271902011
ORD000056,2022-01-03 07:00:00,2022-01-04 07:00:00,CUST0832,Customer_1541,Corporate,West,PROD0178,Electronics,Shirts,Product_18,113.5527330469548,5,0.1,5.930364638973755,2.8201707258096134,Low,22.71054660939096,113.5527330469548
ORD000057,2022-01-03 08:00:00,2022-01-04 08:00:00,CUST1529,Customer_1483,Consumer,South,PROD0289,Electronics,Shirts,Product_137,209.7968408553183,1,0.0,37.08957352659104,7.708199515021777,Medium,209.7968408553183,209.7968408553183
ORD000058,2022-01-03 09:00:00,2022-01-04 09:00:00,CUST1155,Customer_1354,Corporate,Central,PROD0114,Electronics,Phones,Product_390,96.10618843221992,6,0.2,50.21395457913979,17.661450490896232,Medium,16.017698072036655,96.10618843221992
ORD000059,2022-01-03 10:00:00,2022-01-04 10:00:00,CUST1509,Customer_1844,Consumer,South,PROD0296,Clothing,Chairs,Product_198,153.2904417841264,7,0.15,-4.444287376705654,9.037803934122865,Medium,21.898634540589484,153.2904417841264
ORD000060,2022-01-03 11:00:00,2022-01-04 11:00:00,CUST1843,Customer_845,Consumer,West,PROD0218,Furniture,Appliances,Product_45,68.78368975839209,9,0.2,30.457331743001035,10.374728388823673,High,7.6426321953768985,68.78368975839209
ORD000061,2022-01-03 12:00:00,2022-01-04 12:00:00,CUST0647,Customer_1193,Corporate,South,PROD0438,Clothing,Phones,Product_406,86.74422183358197,9,0.1,55.262749462560905,3.5844578032780428,Low,9.638246870397998,86.74422183358197
ORD000062,2022-01-03 13:00:00,2022-01-04 13:00:00,CUST0021,Customer_1717,Consumer,West,PROD0266,Electronics,Shirts,Product_465,38.51596831337958,2,0.15,1.057741430277498,3.3875376230194285,Low,19.25798415668979,38.51596831337958
ORD000063,2022-01-03 14:00:00,2022-01-04 14:00:00,CUST0841,Customer_366,Home Office,East,PROD0162,Furniture,Shirts,Product_79,19.253422098393116,8,0.15,42.355227328360655,14.807042745456593,Low,2.4066777622991395,19.253422098393116
ORD000064,2022-01-03 15:00:00,2022-01-04 15:00:00,CUST0167,Customer_1202,Home Office,Central,PROD0329,Clothing,Binders,Product_457,66.36183705350037,9,0.0,-15.069202764320714,7.656075932258382,High,7.3735374503889295,66.36183705350037
ORD000065,2022-01-03 16:00:00,2022-01-04 16:00:00,CUST1298,Customer_655,Consumer,West,PROD0036,Electronics,Phones,Product_454,112.39745952821903,4,0.0,-22.04746494163136,10.10222430972716,Medium,28.099364882054758,112.39745952821903
ORD000066,2022-01-03 17:00:00,2022-01-04 17:00:00,CUST0388,Customer_1386,Consumer,South,PROD0075,Office Supplies,Binders,Product_87,160.85234003810172,7,0.2,27.583968518913895,2.9461965146036055,Low,22.978905719728818,160.85234003810172
ORD000067,2022-01-03 18:00:00,2022-01-04 18:00:00,CUST0601,Customer_760,Home Office,East,PROD0458,Clothing,Chairs,Product_209,182.27935874580413,5,0.0,6.658176787833198,8.409389447660331,Medium,36.45587174916083,182.27935874580413
ORD000068,2022-01-03 19:00:00,2022-01-04 19:00:00,CUST0316,Customer_639,Home Office,South,PROD0494,Clothing,Tables,Product_224,51.84344776636053,1,0.2,73.35747963506938,11.43522669991069,Medium,51.84344776636053,51.84344776636053
ORD000069,2022-01-03 20:00:00,2022-01-04 20:00:00,CUST0014,Customer_1799,Home Office,East,PROD0135,Clothing,Paper,Product_253,150.78491094865225,8,0.15,-18.719304353103134,2.7387420441678767,Medium,18.84811386858153,150.78491094865225
ORD000070,2022-01-03 21:00:00,2022-01-04 21:00:00,CUST0242,Customer_1064,Consumer,Central,PROD0371,Clothing,Shirts,Product_160,203.98422857970053,2,0.15,15.987533671485977,2.473522069916732,High,101.99211428985026,203.98422857970053
ORD000071,2022-01-03 22:00:00,2022-01-04 22:00:00,CUST0777,Customer_924,Home Office,East,PROD0486,Office Supplies,Tables,Product_229,325.1990663282867,3,0.0,8.996926836792063,3.8340922012600327,High,108.39968877609556,325.1990663282867
ORD000072,2022-01-03 23:00:00,2022-01-04 23:00:00,CUST1370,Customer_416,Consumer,Central,PROD0272,Electronics,Shirts,Product_195,81.6518557668102,5,0.1,11.059986849553148,17.013046592763757,Low,16.33037115336204,81.6518557668102
ORD000073,2022-01-04 00:00:00,2022-01-05 00:00:00,CUST0565,Customer_1379,Corporate,Central,PROD0179,Office Supplies,Appliances,Product_377,99.5001210948128,7,0.0,83.94356227611635,10.608589231052289,Medium,14.214303013544685,99.5001210948128
ORD000074,2022-01-04 01:00:00,2022-01-05 01:00:00,CUST0898,Customer_255,Home Office,West,PROD0474,Clothing,Shirts,Product_144,169.6426999788968,5,0.0,-1.6524872620710351,2.768544389816916,High,33.92853999577936,169.6426999788968
ORD000075,2022-01-04 02:00:00,2022-01-05 02:00:00,CUST1364,Customer_1167,Consumer,East,PROD0480,Office Supplies,Shirts,Product_130,38.22577744990862,4,0.15,-2.570624663936769,3.7525120558027867,Low,9.556444362477155,38.22577744990862
ORD000076,2022-01-04 03:00:00,2022-01-05 03:00:00,CUST0092,Customer_1776,Home Office,West,PROD0445,Electronics,Binders,Product_451,97.70611441008744,2,0.0,51.94254664478488,4.428447241726799,Medium,48.85305720504372,97.70611441008744
ORD000077,2022-01-04 04:00:00,2022-01-05 04:00:00,CUST1391,Customer_1764,Consumer,South,PROD0159,Office Supplies,Chairs,Product_41,39.58099313928251,1,0.1,-40.34050596747997,7.54253062939587,Low,39.58099313928251,39.58099313928251
ORD000078,2022-01-04 05:00:00,2022-01-05 05:00:00,CUST0956,Customer_1877,Home Office,West,PROD0243,Office Supplies,Binders,Product_179,191.41973715311065,3,0.1,23.042940091681693,10.701005784150212,Medium,63.806579051036884,191.41973715311065
ORD000079,2022-01-04 06:00:00,2022-01-05 06:00:00,CUST1479,Customer_710,Consumer,East,PROD0416,Electronics,Paper,Product_14,126.60340732137169,6,0.25,-29.675346613828463,8.870348667916605,Low,21.10056788689528,126.60340732137169
ORD000080,2022-01-04 07:00:00,2022-01-05 07:00:00,CUST1452,Customer_577,Home Office,East,PROD0301,Office Supplies,Chairs,Product_462,124.7452362685458,9,0.2,-38.275188371672016,4.467439258710869,Medium,13.8605818076162,124.7452362685458
ORD000081,2022-01-04 08:00:00,2022-01-05 08:00:00,CUST0509,Customer_900,Consumer,South,PROD0204,Office Supplies,Accessories,Product_478,68.60038369334595,9,0.1,13.22762143931658,3.5010401545739986,Critical,7.622264854816216,68.60038369334595
ORD000082,2022-01-04 09:00:00,2022-01-05 09:00:00,CUST0776,Customer_11,Corporate,West,PROD0283,Office Supplies,Accessories,Product_433,221.04087817668292,5,0.2,-39.93621216971776,11.07319322916963,High,44.20817563533659,221.04087817668292
ORD000083,2022-01-04 10:00:00,2022-01-05 10:00:00,CUST1967,Customer_1644,Corporate,East,PROD0278,Furniture,Shirts,Product_232,22.71843661821564,3,0.15,-13.88280584624837,2.640924413376192,Medium,7.57281220607188,22.71843661821564
ORD000084,2022-01-04 11:00:00,2022-01-05 11:00:00,CUST0035,Customer_26,Consumer,Central,PROD0143,Electronics,Tables,Product_433,61.952239729424576,3,0.0,-2.634671852206151,4.757241840119672,Medium,20.65074657647486,61.952239729424576
ORD000085,2022-01-04 12:00:00,2022-01-05 12:00:00,CUST0206,Customer_957,Consumer,Central,PROD0008,Office Supplies,Shirts,Product_27,88.29260247233647,7,0.2,51.70544953433664,2.637880697101253,High,12.613228924619495,88.29260247233647
ORD000086,2022-01-04 13:00:00,2022-01-05 13:00:00,CUST1105,Customer_421,Corporate,East,PROD0452,Office Supplies,Chairs,Product_337,110.17432019250563,7,0.15,27.652188272991307,4.058561921266045,Low,15.739188598929376,110.17432019250563
ORD000087,2022-01-04 14:00:00,2022-01-05 14:00:00,CUST1956,Customer_1687,Consumer,South,PROD0116,Furniture,Appliances,Product_423,143.29940360900002,3,0.15,13.505792302182654,9.732846012524883,Medium,47.76646786966668,143.29940360900002
ORD000088,2022-01-04 15:00:00,2022-01-05 15:00:00,CUST1586,Customer_1245,Corporate,Central,PROD0392,Electronics,Paper,Product_329,101.7356862108693,7,0.15,51.396124557321066,5.090171711938499,Medium,14.533669458695615,101.7356862108693
ORD000089,2022-01-04 16:00:00,2022-01-05 16:00:00,CUST1896,Customer_1877,Consumer,West,PROD0343,Furniture,Shirts,Product_420,97.97671479212303,8,0.0,-74.33185685051792,3.054834555920774,Medium,12.24708934901538,97.97671479212303
ORD000090,2022-01-04 17:00:00,2022-01-05 17:00:00,CUST1412,Customer_496,Home Office,West,PROD0373,Furniture,Shirts,Product_10,61.71130648258849,3,0.0,-32.635218543252165,10.550401653769185,Medium,20.570435494196165,61.71130648258849
ORD000091,2022-01-04 18:00:00,2022-01-05 18:00:00,CUST1026,Customer_1261,Consumer,South,PROD0272,Clothing,Tables,Product_349,59.537825737246,5,0.0,-26.417144168950063,6.135980565949283,High,11.907565147449201,59.537825737246
ORD000092,2022-01-04 19:00:00,2022-01-05 19:00:00,CUST1022,Customer_237,Consumer,East,PROD0176,Office Supplies,Accessories,Product_388,81.43383964735216,8,0.15,51.80206401187013,6.629863765184493,Medium,10.17922995591902,81.43383964735216
ORD000093,2022-01-04 20:00:00,2022-01-05 20:00:00,CUST1414,Customer_1009,Consumer,East,PROD0418,Clothing,Accessories,Product_85,29.700784696823945,7,0.1,43.64283421884737,7.880453192898214,Critical,4.24296924240342,29.700784696823945
ORD000094,2022-01-04 21:00:00,2022-01-05 21:00:00,CUST0566,Customer_219,Consumer,East,PROD0214,Office Supplies,Accessories,Product_357,98.24497029603059,1,0.0,23.84458288374381,5.00979860593545,High,98.24497029603059,98.24497029603059
ORD000095,2022-01-04 22:00:00,2022-01-05 22:00:00,CUST1130,Customer_1511,Consumer,Central,PROD0369,Office Supplies,Tables,Product_2,194.25254809647404,2,0.0,64.0948468433337,4.004631383888289,Critical,97.12627404823702,194.25254809647404
ORD000096,2022-01-04 23:00:00,2022-01-05 23:00:00,CUST1796,Customer_1960,Consumer,Central,PROD0215,Electronics,Paper,Product_207,221.27794521232028,6,0.15,49.74763464453422,2.819904925200014,Low,36.87965753538671,221.27794521232028
ORD000097,2022-01-05 00:00:00,2022-01-06 00:00:00,CUST1846,Customer_461,Home Office,Central,PROD0057,Office Supplies,Accessories,Product_412,113.09865921184931,8,0.1,41.64574097281833,7.9804736981883275,Medium,14.137332401481164,113.09865921184931
ORD000098,2022-01-05 01:00:00,2022-01-06 01:00:00,CUST1501,Customer_663,Corporate,East,PROD0389,Furniture,Appliances,Product_89,274.2291323883675,5,0.15,-9.880422637846372,6.586114947709048,Low,54.8458264776735,274.2291323883675
ORD000099,2022-01-05 02:00:00,2022-01-06 02:00:00,CUST0703,Customer_635,Corporate,Central,PROD0229,Office Supplies,Tables,Product_410,188.99220612671613,7,0.0,37.881165747481596,3.761266696661969,Low,26.998886589530876,188.99220612671613
ORD000100,2022-01-05 03:00:00,2022-01-06 03:00:00,CUST0402,Customer_1168,Consumer,Central,PROD0300,Furniture,Tables,Product_121,122.33838070107048,7,0.1,47.93907951271328,2.6238264741883546,Medium,17.476911528724354,122.33838070107048
ORD000101,2022-01-05 04:00:00,2022-01-06 04:00:00,CUST0730,Customer_990,Corporate,West,PROD0327,Electronics,Shirts,Product_457,126.27238071229431,3,0.0,59.93791669466281,9.70662932552706,Critical,42.09079357076477,126.27238071229431
ORD000102,2022-01-05 05:00:00,2022-01-06 05:00:00,CUST1580,Customer_189,Consumer,South,PROD0037,Electronics,Phones,Product_30,29.220515615878973,1,0.15,27.9675903754808,5.155007187686312,Low,29.220515615878973,29.220515615878973
ORD000103,2022-01-05 06:00:00,2022-01-06 06:00:00,CUST0162,Customer_255,Corporate,West,PROD0474,Clothing,Phones,Product_9,76.87214528292617,6,0.0,-2.0046057986725243,14.942519185939526,Medium,12.812024213821028,76.87214528292617
ORD000104,2022-01-05 07:00:00,2022-01-06 07:00:00,CUST0202,Customer_68,Consumer,Central,PROD0380,Electronics,Appliances,Product_129,76.80177922155744,5,0.0,13.08739226764901,8.29810175665597,Medium,15.360355844311488,76.80177922155744
ORD000105,2022-01-05 08:00:00,2022-01-06 08:00:00,CUST1982,Customer_616,Consumer,East,PROD0284,Electronics,Binders,Product_312,171.8017991251328,9,0.2,49.8866749034653,4.431252355769674,High,19.08908879168142,171.8017991251328
ORD000106,2022-01-05 09:00:00,2022-01-06 09:00:00,CUST0996,Customer_336,Consumer,Central,PROD0324,Clothing,Paper,Product_312,68.74197959566581,1,0.0,28.96346918165499,4.503478076466646,Low,68.74197959566581,68.74197959566581
ORD000107,2022-01-05 10:00:00,2022-01-06 10:00:00,CUST0270,Customer_671,Home Office,South,PROD0369,Office Supplies,Accessories,Product_204,64.06677800601221,5,0.0,-9.688223893455376,3.840329166342558,Medium,12.813355601202442,64.06677800601221
ORD000108,2022-01-05 11:00:00,2022-01-06 11:00:00,CUST1887,Customer_821,Consumer,South,PROD0224,Electronics,Phones,Product_317,214.97406641338722,3,0.0,28.134012755103132,5.04112816181411,Low,71.65802213779574,214.97406641338722
ORD000109,2022-01-05 12:00:00,2022-01-06 12:00:00,CUST0816,Customer_874,Corporate,East,PROD0422,Electronics,Shirts,Product_301,152.05568616585296,6,0.2,-27.12843425646917,4.696787379786369,High,25.342614360975492,152.05568616585296
ORD000110,2022-01-05 13:00:00,2022-01-06 13:00:00,CUST1295,Customer_1433,Consumer,West,PROD0302,Electronics,Paper,Product_397,227.7360591558244,5,0.15,23.783643362643986,12.61642227254319,Low,45.54721183116488,227.7360591558244
ORD000111,2022-01-05 14:00:00,2022-01-06 14:00:00,CUST0456,Customer_300,Corporate,East,PROD0201,Office Supplies,Phones,Product_398,98.70514615889246,4,0.25,82.27702122381291,8.240370394859841,High,24.676286539723115,98.70514615889246
ORD000112,2022-01-05 15:00:00,2022-01-06 15:00:00,CUST1486,Customer_1932,Home Office,South,PROD0100,Office Supplies,Shirts,Product_138,33.34991040848,8,0.15,44.2583305110074,12.33053478404333,High,4.16873880106,33.34991040848
