Customer_ID,Total_Revenue,Order_Count,First_Purchase,Last_Purchase,Lifespan_Days,Avg_Order_Value,Purchase_Frequency,CLV_Simple,CLV_Category
CUST0050,495.0500659826905,5,2022-05-07 23:00:00,2022-10-14 10:00:00,159,99.0100131965381,11.485849056603774,3411.6422000033526,Very High
CUST0051,589.8338341139424,4,2022-01-24 04:00:00,2022-05-04 08:00:00,100,147.4584585284856,14.610000000000001,6463.104237303524,Very High
CUST0052,287.08138506587903,4,2022-09-17 01:00:00,2023-01-23 14:00:00,128,71.77034626646976,11.4140625,2457.5736537963826,High
CUST0053,490.7157442265677,4,2022-02-17 12:00:00,2022-10-20 23:00:00,245,122.67893605664193,5.963265306122449,2194.7011295357615,Medium
CUST0054,931.3451372342204,7,2022-01-17 03:00:00,2022-12-06 10:00:00,323,133.04930531917435,7.915634674922601,3159.5090839764616,High
CUST0055,494.7872832113483,5,2022-03-13 00:00:00,2022-08-09 05:00:00,149,98.95745664226966,12.256711409395972,3638.678963616341,Very High
CUST0056,469.71899869802826,5,2022-02-20 21:00:00,2023-02-01 16:00:00,345,93.94379973960565,5.293478260869565,1491.8683849952592,Low
CUST0057,471.83905007748274,4,2022-07-25 07:00:00,2023-02-19 08:00:00,209,117.95976251937068,6.990430622009569,2473.7686082411565,High
CUST0058,734.4340208314859,6,2022-02-08 07:00:00,2023-01-02 01:00:00,327,122.40567013858099,6.701834862385321,2461.02776246514,High
CUST0059,218.44927446807972,4,2022-03-17 04:00:00,2023-01-21 07:00:00,310,54.61231861701993,4.712903225806452,772.147717736769,Low
CUST0060,307.1446286351237,2,2022-06-07 10:00:00,2022-11-30 12:00:00,176,153.57231431756185,4.150568181818182,1912.237084243959,Medium
CUST0061,666.7447848778013,7,2022-02-18 19:00:00,2023-01-27 07:00:00,342,95.24925498254304,7.475877192982456,2136.2151989176923,Medium
CUST0062,296.0661531553625,3,2022-02-02 16:00:00,2022-10-01 07:00:00,240,98.68871771845416,4.565625,1351.7270304999518,Low
CUST0063,214.43397543868952,3,2022-02-12 13:00:00,2022-09-14 15:00:00,214,71.4779918128965,5.1203271028037385,1097.9720962006731,Low
CUST0064,260.07351933614086,3,2022-07-20 18:00:00,2022-12-30 16:00:00,162,86.69117311204695,6.763888888888888,1759.1083877319527,Medium
CUST0065,408.2884717148148,5,2022-01-06 14:00:00,2023-01-27 13:00:00,385,81.65769434296297,4.7435064935064934,1162.03141008184,Low
CUST0066,259.3874407069012,2,2022-04-23 10:00:00,2022-06-18 23:00:00,56,129.6937203534506,13.044642857142858,5075.424788474767,Very High
CUST0067,385.84057193995847,3,2022-02-22 21:00:00,2023-01-06 23:00:00,318,128.61352397998616,3.445754716981132,1329.5119707648096,Low
CUST0068,304.25364546982127,4,2022-07-01 08:00:00,2023-02-09 02:00:00,222,76.06341136745532,6.581081081081081,1501.7384325385433,Low
CUST0069,544.2609190030313,5,2022-02-17 09:00:00,2022-09-16 11:00:00,211,108.85218380060626,8.655213270142179,2826.4165971448883,High
CUST0070,142.29253383463677,2,2022-11-03 15:00:00,2023-02-18 03:00:00,106,71.14626691731839,6.891509433962264,1470.915508955691,Low
CUST0071,145.77117053551603,3,2022-09-22 16:00:00,2023-01-23 01:00:00,122,48.590390178505345,8.981557377049182,1309.2521320843584,Low
CUST0072,739.9328814011341,6,2022-04-13 18:00:00,2022-12-05 21:00:00,236,123.32214690018901,9.286016949152543,3435.5146389631045,Very High
CUST0073,707.0773232165236,9,2022-03-22 02:00:00,2023-02-05 01:00:00,319,78.56414702405817,10.304858934169278,2428.777357098764,High
CUST0074,540.6564791042989,4,2022-08-18 01:00:00,2023-02-02 22:00:00,168,135.16411977607473,8.696428571428571,3526.3353391579494,Very High
CUST0075,724.3010812061214,6,2022-02-15 18:00:00,2022-07-16 06:00:00,150,120.7168468676869,14.610000000000001,5291.019398210718,Very High
CUST0076,717.5694916745239,7,2022-02-03 06:00:00,2022-12-28 15:00:00,328,102.50992738207484,7.794969512195122,2397.1852759218277,High
CUST0077,331.12197422179463,2,2022-07-17 15:00:00,2022-10-04 00:00:00,78,165.56098711089732,9.365384615384615,4651.626964788865,Very High
CUST0078,705.3877991562416,6,2022-02-21 02:00:00,2023-02-11 02:00:00,355,117.56463319270694,6.173239436619718,2177.2638899308495,Medium
CUST0079,746.0084840172087,7,2022-04-08 22:00:00,2023-01-30 21:00:00,296,106.57264057388696,8.63766891891892,2761.617555276542,High
CUST0080,262.40599203017814,1,2022-02-08 15:00:00,2022-02-08 15:00:00,1,262.40599203017814,365.25,287531.36576706765,Very High
CUST0081,161.90955667676968,1,2022-02-16 21:00:00,2022-02-16 21:00:00,1,161.90955667676968,365.25,177412.39672857037,Very High
CUST0082,369.82298233646554,4,2022-03-15 18:00:00,2022-09-26 00:00:00,194,92.45574558411639,7.530927835051547,2088.832643789599,Medium
CUST0083,1117.2294587604285,8,2022-02-13 18:00:00,2023-01-24 19:00:00,345,139.65368234505357,8.469565217391304,3548.417911410839,Very High
CUST0084,231.1978581565071,3,2022-04-10 14:00:00,2023-02-12 03:00:00,307,77.0659527188357,3.5692182410423454,825.195612622126,Low
CUST0085,270.48992929498684,3,2022-05-02 15:00:00,2022-12-30 09:00:00,241,90.16330976499562,4.546680497925311,1229.8312864107131,Low
CUST0086,267.502127057725,4,2022-02-22 10:00:00,2023-02-17 09:00:00,359,66.87553176443124,4.069637883008356,816.4775925445742,Low
CUST0087,985.2265109668452,7,2022-03-13 09:00:00,2023-02-10 06:00:00,333,140.74664442383502,7.677927927927928,3241.927775951713,High
CUST0088,945.6282816040753,5,2022-01-01 14:00:00,2023-02-20 11:00:00,414,189.12565632081504,4.411231884057972,2502.8313757673077,High
CUST0089,313.15085909821545,3,2022-03-02 00:00:00,2023-01-08 15:00:00,312,104.38361969940514,3.512019230769231,1099.7918392848385,Low
CUST0090,755.5314069033611,8,2022-01-31 11:00:00,2023-02-08 15:00:00,373,94.44142586292014,7.833780160857909,2219.5001048642307,Medium
CUST0091,154.97194966268046,2,2022-02-06 20:00:00,2022-11-03 23:00:00,270,77.48597483134023,2.7055555555555557,628.9278290477115,Low
CUST0092,733.2601844729375,7,2022-01-04 03:00:00,2023-02-06 07:00:00,398,104.75145492470536,6.423994974874372,2018.7684601412593,Medium
CUST0093,781.5001147054314,7,2022-02-18 16:00:00,2023-02-13 00:00:00,359,111.64287352934734,7.121866295264624,2385.3168542854496,High
CUST0094,120.58324956314604,1,2022-01-28 07:00:00,2022-01-28 07:00:00,1,120.58324956314604,365.25,132129.09570881727,Very High
CUST0095,379.19271658457916,4,2022-02-14 12:00:00,2022-05-18 01:00:00,92,94.79817914614479,15.880434782608697,4516.308904321225,Very High
CUST0096,784.4712677540874,5,2022-01-09 10:00:00,2022-10-16 16:00:00,280,156.8942535508175,6.522321428571429,3069.944255862648,High
CUST0097,227.02049413255284,2,2022-09-17 18:00:00,2023-01-20 22:00:00,125,113.51024706627642,5.844,1990.061651565958,Medium
CUST0098,270.7188510415137,4,2022-02-16 03:00:00,2022-09-05 20:00:00,201,67.67971276037842,7.26865671641791,1475.8217961628786,Low
CUST0099,689.3014870578361,5,2022-01-08 01:00:00,2022-11-18 02:00:00,314,137.86029741156722,5.81608280254777,2405.420714788611,High
CUST0100,146.4111550132134,2,2022-04-22 03:00:00,2022-09-07 16:00:00,138,73.2055775066067,5.293478260869565,1162.536399316874,Low
CUST0101,721.0998133074628,6,2022-05-21 13:00:00,2023-02-04 21:00:00,259,120.18330221791047,8.461389961389962,3050.7533607399705,High
CUST0102,288.47143493116283,3,2022-03-22 22:00:00,2022-05-02 04:00:00,40,96.15714497705427,27.39375,7902.314370645541,Very High
CUST0103,322.1295940705075,3,2022-02-15 20:00:00,2022-11-13 01:00:00,270,107.37653135683583,4.058333333333334,1307.3092692694763,Low
CUST0104,693.0262179774463,7,2022-01-17 13:00:00,2022-10-28 19:00:00,284,99.00374542534948,9.002640845070422,2673.8854871436156,High
CUST0105,470.36148554494264,5,2022-02-12 22:00:00,2022-11-01 16:00:00,261,94.07229710898852,6.997126436781609,1974.707271210233,Medium
CUST0106,555.2772235974896,6,2022-04-16 05:00:00,2023-02-14 18:00:00,304,92.54620393291493,7.208881578947368,2001.4638742004909,Medium
CUST0107,318.46850964277496,3,2022-02-20 05:00:00,2023-02-05 13:00:00,350,106.15616988092499,3.130714285714286,997.0339126887734,Low
CUST0108,464.74545236168444,5,2022-03-22 18:00:00,2023-01-28 02:00:00,311,92.94909047233689,5.872186495176849,1637.4431814318837,Low
CUST0109,793.0162294641729,8,2022-02-04 08:00:00,2023-01-01 04:00:00,330,99.1270286830216,8.854545454545455,2633.174343743538,High
CUST0110,53.71127841932963,2,2022-10-15 06:00:00,2023-02-18 21:00:00,126,26.855639209664815,5.7976190476190474,467.09629625381297,Low
CUST0111,1036.9021262208769,10,2022-02-17 21:00:00,2023-01-10 22:00:00,327,103.69021262208769,11.169724770642203,3474.5734091942686,Very High
CUST0112,668.2669436965372,4,2022-06-04 06:00:00,2023-01-25 17:00:00,235,167.0667359241343,6.217021276595744,3115.9723555552364,High
CUST0113,1332.6177550531645,9,2022-01-12 23:00:00,2023-01-22 07:00:00,374,148.0686394503516,8.789438502673798,3904.320601870335,Very High
CUST0114,780.7684500257078,6,2022-03-12 15:00:00,2023-02-02 09:00:00,326,130.12807500428463,6.72239263803681,2624.3160402321146,High
CUST0115,304.3147915773742,3,2022-01-31 19:00:00,2022-09-20 07:00:00,231,101.43826385912473,4.7435064935064934,1443.5191899173496,Low
CUST0116,898.9178674215486,8,2022-04-15 17:00:00,2023-01-15 10:00:00,274,112.36473342769358,10.664233576642335,3594.851289150226,Very High
CUST0117,579.3329757904066,4,2022-01-26 11:00:00,2023-02-04 01:00:00,373,144.83324394760166,3.9168900804289546,1701.8876896041234,Medium
CUST0118,804.5693091482142,6,2022-02-14 19:00:00,2022-12-11 16:00:00,299,134.0948848580357,7.329431438127091,2948.5177943115577,High
CUST0119,323.5417272852045,4,2022-04-26 03:00:00,2023-02-13 23:00:00,293,80.88543182130113,4.986348122866894,1209.968763388269,Low
CUST0120,221.59871068959131,2,2022-01-26 02:00:00,2022-10-20 21:00:00,267,110.79935534479566,2.7359550561797756,909.4261694311599,Low
CUST0121,385.0100105935019,2,2022-09-15 15:00:00,2022-11-18 17:00:00,64,192.50500529675094,11.4140625,6591.792486059838,Very High
CUST0122,740.8576983064265,8,2022-01-01 09:00:00,2023-01-25 20:00:00,389,92.60721228830332,7.511568123393316,2086.8761514634107,Medium
CUST0123,728.5484284055058,5,2022-01-13 22:00:00,2023-02-11 17:00:00,393,145.70968568110115,4.646946564885496,2031.315370039015,Medium
CUST0124,370.48986192543697,5,2022-05-21 20:00:00,2022-07-17 05:00:00,56,74.09797238508739,32.611607142857146,7249.361896514242,Very High
CUST0125,620.2501594496501,7,2022-07-16 19:00:00,2023-01-28 17:00:00,195,88.6071656356643,13.11153846153846,3485.3287805997643,Very High
CUST0126,776.2782283716328,7,2022-02-17 15:00:00,2023-02-01 05:00:00,348,110.89688976737612,7.3469827586206895,2444.2726113167146,High
CUST0127,515.8103868601681,3,2022-03-07 08:00:00,2022-12-29 09:00:00,297,171.93679562005605,3.6893939393939394,1903.0277151583477,Medium
CUST0128,409.9126620123792,5,2022-01-21 16:00:00,2022-09-04 06:00:00,225,81.98253240247584,8.116666666666667,1996.274664000287,Medium
CUST0129,992.9186156582156,8,2022-04-28 01:00:00,2023-01-29 02:00:00,276,124.11482695727695,10.58695652173913,3941.9948300996007,Very High
CUST0130,724.5989208429015,8,2022-03-05 11:00:00,2023-02-10 14:00:00,342,90.57486510536269,8.543859649122806,2321.5768055953486,Medium
CUST0131,278.88379554849854,5,2022-01-01 19:00:00,2022-12-07 09:00:00,339,55.77675910969971,5.3871681415929205,901.4363391512309,Low
CUST0132,756.3313984258704,5,2022-03-01 20:00:00,2023-02-05 06:00:00,340,151.26627968517408,5.371323529411765,2437.5003818386695,High
CUST0133,336.5955187196253,3,2022-02-16 22:00:00,2022-04-24 12:00:00,66,112.1985062398751,16.602272727272727,5588.250600561052,Very High
CUST0134,533.8895940355158,6,2022-02-08 06:00:00,2023-01-11 23:00:00,337,88.98159900591929,6.502967359050445,1735.9333016748262,Medium
CUST0135,608.3821019563699,4,2022-01-07 13:00:00,2023-02-17 00:00:00,405,152.09552548909247,3.6074074074074076,1646.0115758486231,Low
CUST0136,256.1608958583596,2,2022-06-03 02:00:00,2022-11-12 11:00:00,162,128.0804479291798,4.509259259259259,1732.6438372641821,Medium
CUST0137,1477.4802740641842,9,2022-03-25 05:00:00,2022-12-26 00:00:00,275,164.16447489602047,11.953636363636363,5887.087310203017,Very High
CUST0138,606.2572364231418,5,2022-02-17 01:00:00,2022-11-04 10:00:00,260,121.25144728462836,7.024038461538462,2555.024487733299,High
CUST0139,695.1030811168085,7,2022-02-27 00:00:00,2023-02-20 21:00:00,358,99.30044015954408,7.141759776536313,2127.5396679713494,Medium
CUST0140,595.8088558863247,5,2022-02-26 15:00:00,2022-11-02 01:00:00,248,119.16177117726495,7.36391129032258,2632.4901364412917,High
CUST0141,828.5548088405525,7,2022-03-06 13:00:00,2022-11-20 14:00:00,259,118.3649726915075,9.871621621621621,3505.3626709924147,Very High
CUST0142,354.83463138105765,3,2022-06-14 11:00:00,2022-07-06 01:00:00,21,118.27821046035255,52.17857142857143,18514.76415884733,Very High
CUST0143,1121.2429259247942,8,2022-03-02 14:00:00,2023-02-12 13:00:00,346,140.15536574059928,8.445086705202312,3550.872647636108,Very High
CUST0144,565.3242047521412,7,2022-01-14 11:00:00,2023-02-08 00:00:00,389,80.76060067887731,6.572622107969151,1592.426728424572,Low
CUST0145,428.65733485436465,3,2022-02-22 15:00:00,2022-11-11 01:00:00,261,142.88577828478822,4.198275862068965,1799.6217420178928,Medium
CUST0146,880.5758081487173,6,2022-02-12 06:00:00,2023-01-23 03:00:00,344,146.7626346914529,6.370639534883721,2804.9155284272006,High
CUST0147,496.0660355258816,5,2022-01-15 04:00:00,2022-09-20 20:00:00,248,99.21320710517632,7.36391129032258,2191.791767852761,Medium
CUST0148,679.2916403945884,7,2022-03-11 00:00:00,2023-02-08 08:00:00,334,97.04166291351262,7.654940119760479,2228.544356174761,Medium
CUST0149,872.9397450425114,7,2022-03-20 12:00:00,2022-11-02 15:00:00,227,124.70567786321591,11.263215859030838,4213.760905860493,Very High
CUST0150,252.19674208816184,2,2022-01-24 10:00:00,2022-11-15 20:00:00,295,126.09837104408092,2.476271186440678,936.7612886206894,Low
CUST0151,332.76236479449085,4,2022-01-15 21:00:00,2022-09-11 02:00:00,238,83.19059119862271,6.1386554621848735,1532.0351311914426,Low
CUST0152,632.0636268806796,5,2022-01-17 02:00:00,2023-02-04 13:00:00,383,126.41272537613592,4.768276762402088,1808.3125826488372,Medium
CUST0153,357.86525080133026,4,2022-01-17 21:00:00,2023-01-03 08:00:00,350,89.46631270033257,4.174285714285714,1120.3738530444502,Low
CUST0154,924.5676852342522,10,2022-01-27 19:00:00,2023-02-06 05:00:00,374,92.45676852342521,9.766042780748664,2708.8102703086415,High
CUST0155,284.88378909861467,5,2022-01-22 09:00:00,2023-02-05 18:00:00,379,56.976757819722934,4.818601583113456,823.6448862923668,Low
CUST0156,849.563843882425,6,2022-03-10 15:00:00,2022-10-24 08:00:00,227,141.59397398040417,9.654185022026432,4100.923268432455,Very High
CUST0157,470.61430349447295,5,2022-03-03 22:00:00,2023-02-05 04:00:00,338,94.12286069889458,5.40310650887574,1525.6675238286057,Low
CUST0158,137.3331239819915,1,2022-01-20 14:00:00,2022-01-20 14:00:00,1,137.3331239819915,365.25,150482.77060326718,Very High
CUST0159,716.2395735588174,5,2022-04-20 04:00:00,2022-11-12 15:00:00,206,143.24791471176349,8.865291262135923,3809.8034598401664,Very High
CUST0160,749.3548700118763,6,2022-01-30 01:00:00,2022-08-09 23:00:00,191,124.89247833531272,11.473821989528794,4298.9821927513785,Very High
CUST0161,592.9879553685294,5,2022-01-18 09:00:00,2023-01-21 09:00:00,368,118.59759107370587,4.962635869565218,1765.6699785192013,Medium
CUST0162,557.0633499684479,8,2022-01-05 06:00:00,2022-11-29 18:00:00,328,69.63291874605599,8.908536585365853,1860.9822125851429,Medium
CUST0163,273.75449821916436,4,2022-06-12 13:00:00,2022-11-25 11:00:00,165,68.43862455479109,8.854545454545455,1817.9787359009053,Medium
CUST0164,597.5600549851731,5,2022-05-18 00:00:00,2022-12-02 14:00:00,198,119.51201099703462,9.223484848484848,3306.95166792931,High
CUST0165,709.7711962696642,6,2022-03-14 22:00:00,2023-01-14 20:00:00,305,118.29519937827736,7.185245901639344,2549.9402895491294,High
CUST0166,829.6921279202669,7,2022-02-16 12:00:00,2022-11-08 00:00:00,264,118.52744684575241,9.68465909090909,3443.6937468508804,Very High
CUST0167,378.4973016732434,3,2022-01-03 15:00:00,2022-08-29 03:00:00,237,126.16576722441447,4.6234177215189876,1749.9511321031919,Medium
CUST0168,298.11489952998477,2,2022-03-19 09:00:00,2023-02-04 05:00:00,321,149.05744976499238,2.2757009345794392,1017.630533208663,Low
CUST0169,175.07839165886128,2,2022-05-29 06:00:00,2023-01-31 03:00:00,246,87.53919582943064,2.9695121951219514,779.8461286999889,Low
CUST0170,1029.3422629909755,6,2022-02-05 12:00:00,2022-10-08 04:00:00,244,171.55704383182925,8.981557377049182,4622.548297837548,Very High
CUST0171,696.5447558117926,9,2022-08-07 19:00:00,2023-01-27 17:00:00,172,77.39386175686585,19.111918604651162,4437.435559190533,Very High
CUST0172,500.39059528326396,4,2022-02-27 12:00:00,2023-01-14 09:00:00,320,125.09764882081599,4.565625,1713.4468586926141,Medium
CUST0173,458.7807845968261,7,2022-02-07 03:00:00,2023-01-11 11:00:00,338,65.54011208526087,7.564349112426036,1487.3048660413378,Low
CUST0174,126.5006063086075,2,2022-07-03 14:00:00,2022-07-09 06:00:00,5,63.25030315430375,146.1,27722.60787253133,Very High
CUST0175,564.430664916244,6,2022-08-02 23:00:00,2022-12-27 07:00:00,146,94.07177748604067,15.01027397260274,4236.129459465577,Very High
CUST0176,284.56983321338873,2,2022-09-09 12:00:00,2023-02-03 01:00:00,146,142.28491660669437,5.0034246575342465,2135.7355804354156,Medium
CUST0177,715.1985106867288,8,2022-02-03 00:00:00,2023-02-20 20:00:00,382,89.3998138358411,7.649214659685863,2051.5150996989087,Medium
CUST0179,653.5174984100648,7,2022-07-04 06:00:00,2023-01-26 23:00:00,206,93.35964263000926,12.411407766990292,3476.173780984605,Very High
CUST0180,116.66495258876812,2,2023-02-11 16:00:00,2023-02-19 09:00:00,7,58.33247629438406,104.35714285714286,18262.23168559181,Very High
CUST0181,175.8782319987745,3,2022-01-21 03:00:00,2022-10-17 17:00:00,269,58.62607733292484,4.073420074349443,716.4259208648966,Low
CUST0182,302.9789245698441,2,2022-03-14 23:00:00,2022-11-28 05:00:00,258,151.48946228492204,2.831395348837209,1286.7796767341342,Low
CUST0183,891.0578979964472,9,2022-03-26 13:00:00,2023-01-10 11:00:00,289,99.00643311071636,11.374567474048442,3378.466061348121,Very High
CUST0184,527.5793674124802,5,2022-02-17 02:00:00,2022-10-31 06:00:00,256,105.51587348249605,7.1337890625,2258.1839525086925,Medium
CUST0185,606.4584312864383,4,2022-09-25 15:00:00,2023-01-30 05:00:00,126,151.61460782160958,11.595238095238095,5274.022429223133,Very High
CUST0186,124.69181811649318,1,2022-04-21 13:00:00,2022-04-21 13:00:00,1,124.69181811649318,365.25,136631.0597011474,Very High
CUST0187,1214.6933244967697,9,2022-01-14 15:00:00,2023-02-02 03:00:00,383,134.96592494408551,8.582898172323759,3475.1963715857314,Very High
CUST0188,1044.331837500228,9,2022-01-06 07:00:00,2022-12-08 06:00:00,335,116.03687083335866,9.812686567164178,3415.9003311667902,Very High
CUST0189,460.7840073777178,4,2022-08-23 20:00:00,2023-01-22 11:00:00,151,115.19600184442945,9.675496688741722,3343.735603206187,Very High
CUST0190,746.0210841666106,7,2022-01-02 23:00:00,2022-12-05 00:00:00,336,106.57444059523009,7.609375,2432.894651712987,High
CUST0191,606.5102868800873,6,2022-01-21 09:00:00,2023-01-13 16:00:00,357,101.08504781334788,6.1386554621848735,1861.5788427138814,Medium
CUST0192,1006.2795028270109,10,2022-02-01 16:00:00,2023-02-12 14:00:00,375,100.6279502827011,9.74,2940.348707260526,High
CUST0193,782.9367110365035,5,2022-08-31 16:00:00,2023-01-23 10:00:00,144,156.5873422073007,12.682291666666666,5957.659035543394,Very High
CUST0194,1249.9936727813026,9,2022-02-25 21:00:00,2023-02-20 22:00:00,360,138.8881858645892,9.13125,3804.66824152809,Very High
