Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Score_Numeric,Customer_Segment,Cluster,Cluster_Name
CUST0053,124,4,490.7157442265677,2,2,3,223,2.3333333333333335,About to Sleep,1,At Risk
CUST0054,78,7,931.3451372342204,3,4,5,345,4.0,Loyal Customers,0,VIP Customers
CUST0055,197,5,494.7872832113483,1,3,3,133,2.3333333333333335,At Risk,1,At Risk
CUST0056,20,5,469.71899869802826,4,3,3,433,3.3333333333333335,Loyal Customers,0,VIP Customers
CUST0057,3,4,471.83905007748274,5,2,3,523,3.3333333333333335,Potential Loyalists,1,At Risk
CUST0058,51,6,734.4340208314859,3,4,4,344,3.6666666666666665,Loyal Customers,0,VIP Customers
CUST0059,32,4,218.44927446807972,4,2,1,421,2.3333333333333335,New Customers,1,At Risk
CUST0060,84,2,307.1446286351237,2,1,2,212,1.6666666666666667,About to Sleep,1,At Risk
CUST0061,26,7,666.7447848778013,4,4,4,444,4.0,Champions,0,VIP Customers
CUST0062,144,3,296.0661531553625,1,1,2,112,1.3333333333333333,About to Sleep,1,At Risk
CUST0063,161,3,214.43397543868952,1,1,1,111,1.0,About to Sleep,1,At Risk
CUST0064,53,3,260.07351933614086,3,1,1,311,1.6666666666666667,New Customers,1,At Risk
CUST0065,26,5,408.2884717148148,4,3,2,432,3.0,Promising,1,At Risk
CUST0066,248,2,259.3874407069012,1,1,1,111,1.0,About to Sleep,1,At Risk
CUST0067,46,3,385.84057193995847,3,1,2,312,2.0,New Customers,1,At Risk
CUST0068,13,4,304.25364546982127,5,2,2,522,3.0,New Customers,1,At Risk
CUST0069,159,5,544.2609190030313,1,3,3,133,2.3333333333333335,At Risk,1,At Risk
CUST0070,4,2,142.29253383463677,5,1,1,511,2.3333333333333335,New Customers,1,At Risk
CUST0071,30,3,145.77117053551603,4,1,1,411,2.0,New Customers,1,At Risk
CUST0072,78,6,739.9328814011341,3,4,4,344,3.6666666666666665,Loyal Customers,0,VIP Customers
CUST0073,17,9,707.0773232165236,5,5,4,554,4.666666666666667,Champions,0,VIP Customers
CUST0074,19,4,540.6564791042989,5,2,3,523,3.3333333333333335,Potential Loyalists,1,At Risk
CUST0075,221,6,724.3010812061214,1,4,4,144,3.0,At Risk,1,At Risk
CUST0076,56,7,717.5694916745239,3,4,4,344,3.6666666666666665,Loyal Customers,0,VIP Customers
CUST0077,141,2,331.12197422179463,1,1,2,112,1.3333333333333333,About to Sleep,1,At Risk
CUST0078,11,6,705.3877991562416,5,4,4,544,4.333333333333333,Champions,0,VIP Customers
CUST0079,22,7,746.0084840172087,4,4,4,444,4.0,Champions,0,VIP Customers
CUST0080,379,1,262.40599203017814,1,1,1,111,1.0,About to Sleep,1,At Risk
CUST0081,370,1,161.90955667676968,1,1,1,111,1.0,About to Sleep,1,At Risk
CUST0082,149,4,369.82298233646554,1,2,2,122,1.6666666666666667,About to Sleep,1,At Risk
CUST0083,28,8,1117.2294587604285,4,5,5,455,4.666666666666667,Champions,0,VIP Customers
CUST0084,10,3,231.1978581565071,5,1,1,511,2.3333333333333335,New Customers,1,At Risk
CUST0085,54,3,270.48992929498684,3,1,1,311,1.6666666666666667,New Customers,1,At Risk
CUST0086,5,4,267.502127057725,5,2,1,521,2.6666666666666665,New Customers,1,At Risk
CUST0087,12,7,985.2265109668452,5,4,5,545,4.666666666666667,Champions,0,VIP Customers
CUST0088,2,5,945.6282816040753,5,3,5,535,4.333333333333333,Loyal Customers,0,VIP Customers
CUST0089,45,3,313.15085909821545,3,1,2,312,2.0,New Customers,1,At Risk
CUST0090,14,8,755.5314069033611,5,5,4,554,4.666666666666667,Champions,0,VIP Customers
CUST0091,110,2,154.97194966268046,2,1,1,211,1.3333333333333333,About to Sleep,1,At Risk
CUST0092,16,7,733.2601844729375,5,4,4,544,4.333333333333333,Champions,0,VIP Customers
CUST0093,9,7,781.5001147054314,5,4,5,545,4.666666666666667,Champions,0,VIP Customers
CUST0094,390,1,120.58324956314604,1,1,1,111,1.0,About to Sleep,1,At Risk
CUST0095,280,4,379.19271658457916,1,2,2,122,1.6666666666666667,About to Sleep,1,At Risk
CUST0096,128,5,784.4712677540874,2,3,5,235,3.3333333333333335,At Risk,0,VIP Customers
CUST0097,32,2,227.02049413255284,4,1,1,411,2.0,New Customers,1,At Risk
CUST0098,169,4,270.7188510415137,1,2,1,121,1.3333333333333333,About to Sleep,1,At Risk
CUST0099,96,5,689.3014870578361,2,3,4,234,3.0,At Risk,0,VIP Customers
CUST0100,167,2,146.4111550132134,1,1,1,111,1.0,About to Sleep,1,At Risk
CUST0101,17,6,721.0998133074628,5,4,4,544,4.333333333333333,Champions,0,VIP Customers
CUST0102,296,3,288.47143493116283,1,1,1,111,1.0,About to Sleep,1,At Risk
CUST0103,101,3,322.1295940705075,2,1,2,212,1.6666666666666667,About to Sleep,1,At Risk
CUST0104,116,7,693.0262179774463,2,4,4,244,3.3333333333333335,At Risk,0,VIP Customers
CUST0105,112,5,470.36148554494264,2,3,3,233,2.6666666666666665,At Risk,1,At Risk
CUST0106,7,6,555.2772235974896,5,4,3,543,4.0,Loyal Customers,0,VIP Customers
CUST0107,17,3,318.46850964277496,5,1,2,512,2.6666666666666665,New Customers,1,At Risk
CUST0108,25,5,464.74545236168444,4,3,3,433,3.3333333333333335,Loyal Customers,0,VIP Customers
CUST0109,52,8,793.0162294641729,3,5,5,355,4.333333333333333,Loyal Customers,0,VIP Customers
CUST0110,3,2,53.71127841932963,5,1,1,511,2.3333333333333335,New Customers,1,At Risk
CUST0111,42,10,1036.9021262208769,4,5,5,455,4.666666666666667,Champions,0,VIP Customers
CUST0112,27,4,668.2669436965372,4,2,4,424,3.3333333333333335,Potential Loyalists,0,VIP Customers
CUST0113,31,9,1332.6177550531645,4,5,5,455,4.666666666666667,Champions,0,VIP Customers
CUST0114,20,6,780.7684500257078,4,4,5,445,4.333333333333333,Champions,0,VIP Customers
CUST0115,155,3,304.3147915773742,1,1,2,112,1.3333333333333333,About to Sleep,1,At Risk
CUST0116,38,8,898.9178674215486,4,5,5,455,4.666666666666667,Champions,0,VIP Customers
CUST0117,18,4,579.3329757904066,5,2,3,523,3.3333333333333335,Potential Loyalists,0,VIP Customers
CUST0118,72,6,804.5693091482142,3,4,5,345,4.0,Loyal Customers,0,VIP Customers
CUST0119,8,4,323.5417272852045,5,2,2,522,3.0,New Customers,1,At Risk
CUST0120,124,2,221.59871068959131,2,1,1,211,1.3333333333333333,About to Sleep,1,At Risk
CUST0121,95,2,385.0100105935019,2,1,2,212,1.6666666666666667,About to Sleep,1,At Risk
CUST0122,27,8,740.8576983064265,4,5,4,454,4.333333333333333,Champions,0,VIP Customers
CUST0123,10,5,728.5484284055058,5,3,4,534,4.0,Loyal Customers,0,VIP Customers
CUST0124,220,5,370.48986192543697,1,3,2,132,2.0,At Risk,1,At Risk
CUST0125,24,7,620.2501594496501,4,4,4,444,4.0,Champions,0,VIP Customers
CUST0126,21,7,776.2782283716328,4,4,5,445,4.333333333333333,Champions,0,VIP Customers
CUST0127,55,3,515.8103868601681,3,1,3,313,2.3333333333333335,New Customers,1,At Risk
CUST0128,171,5,409.9126620123792,1,3,2,132,2.0,At Risk,1,At Risk
CUST0129,24,8,992.9186156582156,4,5,5,455,4.666666666666667,Champions,0,VIP Customers
CUST0130,12,8,724.5989208429015,5,5,4,554,4.666666666666667,Champions,0,VIP Customers
CUST0131,77,5,278.88379554849854,3,3,1,331,2.3333333333333335,Promising,1,At Risk
CUST0132,17,5,756.3313984258704,5,3,4,534,4.0,Loyal Customers,0,VIP Customers
CUST0133,304,3,336.5955187196253,1,1,2,112,1.3333333333333333,About to Sleep,1,At Risk
CUST0134,41,6,533.8895940355158,4,4,3,443,3.6666666666666665,Loyal Customers,0,VIP Customers
CUST0135,5,4,608.3821019563699,5,2,4,524,3.6666666666666665,Potential Loyalists,0,VIP Customers
CUST0136,102,2,256.1608958583596,2,1,1,211,1.3333333333333333,About to Sleep,1,At Risk
CUST0137,58,9,1477.4802740641842,3,5,5,355,4.333333333333333,Loyal Customers,0,VIP Customers
CUST0138,110,5,606.2572364231418,2,3,4,234,3.0,At Risk,1,At Risk
CUST0139,1,7,695.1030811168085,5,4,4,544,4.333333333333333,Champions,0,VIP Customers
CUST0140,112,5,595.8088558863247,2,3,4,234,3.0,At Risk,1,At Risk
CUST0141,94,7,828.5548088405525,2,4,5,245,3.6666666666666665,At Risk,0,VIP Customers
CUST0142,231,3,354.83463138105765,1,1,2,112,1.3333333333333333,About to Sleep,1,At Risk
CUST0143,10,8,1121.2429259247942,5,5,5,555,5.0,Champions,0,VIP Customers
CUST0144,14,7,565.3242047521412,5,4,3,543,4.0,Loyal Customers,0,VIP Customers
CUST0145,103,3,428.65733485436465,2,1,2,212,1.6666666666666667,About to Sleep,1,At Risk
CUST0146,30,6,880.5758081487173,4,4,5,445,4.333333333333333,Champions,0,VIP Customers
CUST0147,154,5,496.0660355258816,1,3,3,133,2.3333333333333335,At Risk,1,At Risk
CUST0148,14,7,679.2916403945884,5,4,4,544,4.333333333333333,Champions,0,VIP Customers
CUST0149,112,7,872.9397450425114,2,4,5,245,3.6666666666666665,At Risk,0,VIP Customers
CUST0150,98,2,252.19674208816184,2,1,1,211,1.3333333333333333,About to Sleep,1,At Risk
CUST0151,164,4,332.76236479449085,1,2,2,122,1.6666666666666667,About to Sleep,1,At Risk
CUST0152,18,5,632.0636268806796,5,3,4,534,4.0,Loyal Customers,0,VIP Customers
CUST0153,50,4,357.86525080133026,3,2,2,322,2.3333333333333335,New Customers,1,At Risk
CUST0154,16,10,924.5676852342522,5,5,5,555,5.0,Champions,0,VIP Customers
CUST0155,16,5,284.88378909861467,5,3,1,531,3.0,Promising,1,At Risk
CUST0156,121,6,849.563843882425,2,4,5,245,3.6666666666666665,At Risk,0,VIP Customers
CUST0157,17,5,470.61430349447295,5,3,3,533,3.6666666666666665,Loyal Customers,0,VIP Customers
CUST0158,398,1,137.3331239819915,1,1,1,111,1.0,About to Sleep,1,At Risk
CUST0159,102,5,716.2395735588174,2,3,4,234,3.0,At Risk,0,VIP Customers
CUST0160,196,6,749.3548700118763,1,4,4,144,3.0,At Risk,0,VIP Customers
CUST0161,32,5,592.9879553685294,4,3,4,434,3.6666666666666665,Loyal Customers,0,VIP Customers
CUST0162,84,8,557.0633499684479,2,5,3,253,3.3333333333333335,At Risk,0,VIP Customers
CUST0163,89,4,273.75449821916436,2,2,1,221,1.6666666666666667,About to Sleep,1,At Risk
CUST0164,82,5,597.5600549851731,2,3,4,234,3.0,At Risk,0,VIP Customers
CUST0165,38,6,709.7711962696642,4,4,4,444,4.0,Champions,0,VIP Customers
CUST0166,106,7,829.6921279202669,2,4,5,245,3.6666666666666665,At Risk,0,VIP Customers
CUST0167,177,3,378.4973016732434,1,1,2,112,1.3333333333333333,About to Sleep,1,At Risk
CUST0168,18,2,298.11489952998477,5,1,2,512,2.6666666666666665,New Customers,1,At Risk
CUST0169,22,2,175.07839165886128,4,1,1,411,2.0,New Customers,1,At Risk
CUST0170,137,6,1029.3422629909755,1,4,5,145,3.3333333333333335,At Risk,0,VIP Customers
CUST0171,25,9,696.5447558117926,4,5,4,454,4.333333333333333,Champions,0,VIP Customers
CUST0172,39,4,500.39059528326396,4,2,3,423,3.0,Potential Loyalists,1,At Risk
CUST0173,42,7,458.7807845968261,4,4,3,443,3.6666666666666665,Loyal Customers,0,VIP Customers
CUST0174,228,2,126.5006063086075,1,1,1,111,1.0,About to Sleep,1,At Risk
CUST0175,57,6,564.430664916244,3,4,3,343,3.3333333333333335,Loyal Customers,0,VIP Customers
CUST0176,19,2,284.56983321338873,5,1,1,511,2.3333333333333335,New Customers,1,At Risk
CUST0177,1,8,715.1985106867288,5,5,4,554,4.666666666666667,Champions,0,VIP Customers
CUST0179,26,7,653.5174984100648,4,4,4,444,4.0,Champions,0,VIP Customers
CUST0180,3,2,116.66495258876812,5,1,1,511,2.3333333333333335,New Customers,1,At Risk
CUST0181,127,3,175.8782319987745,2,1,1,211,1.3333333333333333,About to Sleep,1,At Risk
CUST0182,86,2,302.9789245698441,2,1,2,212,1.6666666666666667,About to Sleep,1,At Risk
CUST0183,43,9,891.0578979964472,3,5,5,355,4.333333333333333,Loyal Customers,0,VIP Customers
CUST0184,114,5,527.5793674124802,2,3,3,233,2.6666666666666665,At Risk,1,At Risk
CUST0185,23,4,606.4584312864383,4,2,4,424,3.3333333333333335,Potential Loyalists,0,VIP Customers
CUST0186,307,1,124.69181811649318,1,1,1,111,1.0,About to Sleep,1,At Risk
CUST0187,20,9,1214.6933244967697,4,5,5,455,4.666666666666667,Champions,0,VIP Customers
CUST0188,76,9,1044.331837500228,3,5,5,355,4.333333333333333,Loyal Customers,0,VIP Customers
CUST0189,31,4,460.7840073777178,4,2,3,423,3.0,Potential Loyalists,1,At Risk
CUST0190,79,7,746.0210841666106,2,4,4,244,3.3333333333333335,At Risk,0,VIP Customers
CUST0191,39,6,606.5102868800873,4,4,4,444,4.0,Champions,0,VIP Customers
CUST0192,10,10,1006.2795028270109,5,5,5,555,5.0,Champions,0,VIP Customers
CUST0193,30,5,782.9367110365035,4,3,5,435,4.0,Loyal Customers,0,VIP Customers
CUST0194,1,9,1249.9936727813026,5,5,5,555,5.0,Champions,0,VIP Customers
CUST0195,81,7,760.8641846526733,2,4,4,244,3.3333333333333335,At Risk,0,VIP Customers
CUST0196,159,4,365.49565468949527,1,2,2,122,1.6666666666666667,About to Sleep,1,At Risk
CUST0197,7,4,250.09331770682817,5,2,1,521,2.6666666666666665,New Customers,1,At Risk
CUST0198,204,6,700.7041557283312,1,4,4,144,3.0,At Risk,1,At Risk
CUST0199,13,5,807.8431054779061,5,3,5,535,4.333333333333333,Loyal Customers,0,VIP Customers
CUST0200,272,1,84.27202700613503,1,1,1,111,1.0,About to Sleep,1,At Risk
CUST0201,84,8,1081.8381547886177,2,5,5,255,4.0,At Risk,0,VIP Customers
CUST0202,170,5,632.9008791944868,1,3,4,134,2.6666666666666665,At Risk,1,At Risk
CUST0203,109,5,420.42458689208826,2,3,2,232,2.3333333333333335,At Risk,1,At Risk
CUST0204,142,1,90.14159863567686,1,1,1,111,1.0,About to Sleep,1,At Risk
CUST0205,153,3,310.70352102525857,1,1,2,112,1.3333333333333333,About to Sleep,1,At Risk
CUST0206,80,7,733.7383466001986,2,4,4,244,3.3333333333333335,At Risk,0,VIP Customers
CUST0207,135,3,428.4914972149599,1,1,2,112,1.3333333333333333,About to Sleep,1,At Risk
CUST0208,169,5,396.7263479538413,1,3,2,132,2.0,At Risk,1,At Risk
CUST0209,38,4,606.7062128478804,4,2,4,424,3.3333333333333335,Potential Loyalists,1,At Risk
CUST0210,1,7,792.8490579583382,5,4,5,545,4.666666666666667,Champions,0,VIP Customers
CUST0211,24,6,651.3119188840759,4,4,4,444,4.0,Champions,0,VIP Customers
CUST0212,6,5,416.21727030411233,5,3,2,532,3.3333333333333335,Promising,1,At Risk
CUST0213,179,4,656.7177370219483,1,2,4,124,2.3333333333333335,About to Sleep,1,At Risk
CUST0214,7,6,570.4302348883259,5,4,3,543,4.0,Loyal Customers,0,VIP Customers
CUST0215,41,4,562.7439364731554,4,2,3,423,3.0,Potential Loyalists,1,At Risk
CUST0216,5,8,726.6785119790065,5,5,4,554,4.666666666666667,Champions,0,VIP Customers
CUST0217,43,7,1006.4382046876112,3,4,5,345,4.0,Loyal Customers,0,VIP Customers
CUST0218,170,5,512.0300313178877,1,3,3,133,2.3333333333333335,At Risk,1,At Risk
CUST0219,26,3,207.0153231641351,4,1,1,411,2.0,New Customers,1,At Risk
CUST0220,63,5,761.4419243544148,3,3,4,334,3.3333333333333335,Loyal Customers,0,VIP Customers
CUST0221,49,4,437.57633272414995,3,2,2,322,2.3333333333333335,New Customers,1,At Risk
CUST0222,67,2,250.76300735231115,3,1,1,311,1.6666666666666667,New Customers,1,At Risk
CUST0223,225,2,76.13456602990726,1,1,1,111,1.0,About to Sleep,1,At Risk
CUST0224,38,6,736.0873365597333,4,4,4,444,4.0,Champions,0,VIP Customers
CUST0225,98,4,532.263560821765,2,2,3,223,2.3333333333333335,About to Sleep,1,At Risk
CUST0226,21,6,423.57764594686546,4,4,2,442,3.3333333333333335,Promising,0,VIP Customers
CUST0227,117,8,710.5841451436787,2,5,4,254,3.6666666666666665,At Risk,0,VIP Customers
CUST0228,32,4,280.5707152679276,4,2,1,421,2.3333333333333335,New Customers,1,At Risk
CUST0229,2,4,346.37145097149596,5,2,2,522,3.0,New Customers,1,At Risk
CUST0230,141,4,383.8149945837387,1,2,2,122,1.6666666666666667,About to Sleep,1,At Risk
CUST0231,263,4,566.2529221804596,1,2,3,123,2.0,About to Sleep,1,At Risk
CUST0232,3,6,953.5593183174212,5,4,5,545,4.666666666666667,Champions,0,VIP Customers
CUST0233,56,5,359.8584966705398,3,3,2,332,2.6666666666666665,Promising,1,At Risk
CUST0234,263,1,13.521953717851227,1,1,1,111,1.0,About to Sleep,1,At Risk
CUST0235,155,6,792.3025457552086,1,4,5,145,3.3333333333333335,At Risk,0,VIP Customers
CUST0236,5,6,641.285331198818,5,4,4,544,4.333333333333333,Champions,0,VIP Customers
CUST0237,39,4,553.7898006518685,4,2,3,423,3.0,Potential Loyalists,1,At Risk
CUST0238,11,6,572.3928352132262,5,4,3,543,4.0,Loyal Customers,0,VIP Customers
CUST0239,90,5,467.9835677745625,2,3,3,233,2.6666666666666665,At Risk,1,At Risk
CUST0241,29,2,166.82694548586966,4,1,1,411,2.0,New Customers,1,At Risk
CUST0242,4,8,796.7181973619188,5,5,5,555,5.0,Champions,0,VIP Customers
CUST0243,76,3,338.3669677611886,3,1,2,312,2.0,New Customers,1,At Risk
CUST0244,70,3,352.09731845075845,3,1,2,312,2.0,New Customers,1,At Risk
CUST0245,52,7,1096.7728706156724,3,4,5,345,4.0,Loyal Customers,0,VIP Customers
CUST0246,216,3,221.5551348924538,1,1,1,111,1.0,About to Sleep,1,At Risk
CUST0247,16,8,922.0231897436979,5,5,5,555,5.0,Champions,0,VIP Customers
CUST0248,30,3,324.5868256197667,4,1,2,412,2.3333333333333335,New Customers,1,At Risk
CUST0249,51,3,261.44991720509444,3,1,1,311,1.6666666666666667,New Customers,1,At Risk
CUST0250,111,5,381.67664410135274,2,3,2,232,2.3333333333333335,At Risk,1,At Risk
CUST0251,33,6,427.84424806834863,4,4,2,442,3.3333333333333335,Promising,0,VIP Customers
CUST0252,115,1,27.177460284634407,2,1,1,211,1.3333333333333333,About to Sleep,1,At Risk
CUST0253,6,8,955.6009570214635,5,5,5,555,5.0,Champions,0,VIP Customers
CUST0254,179,6,587.6623764727125,1,4,4,144,3.0,At Risk,1,At Risk
CUST0255,67,1,79.52551163997805,3,1,1,311,1.6666666666666667,New Customers,1,At Risk
CUST0256,160,3,212.9819898341254,1,1,1,111,1.0,About to Sleep,1,At Risk
CUST0257,67,2,318.41218315226,3,1,2,312,2.0,New Customers,1,At Risk
CUST0258,2,5,365.6941058965944,5,3,2,532,3.3333333333333335,Promising,1,At Risk
CUST0259,65,4,418.3641301700987,3,2,2,322,2.3333333333333335,New Customers,1,At Risk
CUST0260,68,4,351.4496585912684,3,2,2,322,2.3333333333333335,New Customers,1,At Risk
CUST0261,157,5,546.9537200481541,1,3,3,133,2.3333333333333335,At Risk,1,At Risk
CUST0262,95,6,337.0145528307797,2,4,2,242,2.6666666666666665,At Risk,1,At Risk
CUST0263,73,4,357.8683511943365,3,2,2,322,2.3333333333333335,New Customers,1,At Risk
CUST0264,212,2,330.8545446241457,1,1,2,112,1.3333333333333333,About to Sleep,1,At Risk
CUST0265,17,6,710.8513385666992,5,4,4,544,4.333333333333333,Champions,0,VIP Customers
CUST0266,4,5,660.2696278139545,5,3,4,534,4.0,Loyal Customers,0,VIP Customers
CUST0267,46,5,490.86677080713525,3,3,3,333,3.0,Loyal Customers,1,At Risk
CUST0268,67,6,556.2967150786842,3,4,3,343,3.3333333333333335,Loyal Customers,0,VIP Customers
CUST0269,105,3,312.17685906834697,2,1,2,212,1.6666666666666667,About to Sleep,1,At Risk
CUST0270,21,8,529.3272355590051,4,5,3,453,4.0,Loyal Customers,0,VIP Customers
CUST0271,37,4,369.03942082027055,4,2,2,422,2.6666666666666665,New Customers,1,At Risk
CUST0272,47,5,941.5244544270028,3,3,5,335,3.6666666666666665,Loyal Customers,0,VIP Customers
CUST0273,15,9,1122.369038441038,5,5,5,555,5.0,Champions,0,VIP Customers
CUST0274,17,7,845.6969654567318,5,4,5,545,4.666666666666667,Champions,0,VIP Customers
CUST0275,163,2,354.79198052500806,1,1,2,112,1.3333333333333333,About to Sleep,1,At Risk
CUST0276,76,5,373.7086624771088,3,3,2,332,2.6666666666666665,Promising,1,At Risk
CUST0277,136,9,668.2694110683116,1,5,4,154,3.3333333333333335,At Risk,0,VIP Customers
CUST0278,11,6,791.6479607959815,5,4,5,545,4.666666666666667,Champions,0,VIP Customers
CUST0279,182,3,186.8758088965223,1,1,1,111,1.0,About to Sleep,1,At Risk
CUST0280,83,3,423.7750224820695,2,1,2,212,1.6666666666666667,About to Sleep,1,At Risk
CUST0281,92,4,591.0871625057389,2,2,4,224,2.6666666666666665,About to Sleep,1,At Risk
CUST0282,12,3,216.41007563938325,5,1,1,511,2.3333333333333335,New Customers,1,At Risk
CUST0283,3,8,676.4515204241471,5,5,4,554,4.666666666666667,Champions,0,VIP Customers
CUST0284,20,5,398.01542743135184,4,3,2,432,3.0,Promising,1,At Risk
CUST0285,41,6,531.3858125715178,4,4,3,443,3.6666666666666665,Loyal Customers,0,VIP Customers
CUST0286,28,4,480.25237613514713,4,2,3,423,3.0,Potential Loyalists,1,At Risk
CUST0287,22,7,714.0297397940928,4,4,4,444,4.0,Champions,0,VIP Customers
CUST0288,88,5,510.0684363407546,2,3,3,233,2.6666666666666665,At Risk,1,At Risk
CUST0289,2,7,565.3203218227795,5,4,3,543,4.0,Loyal Customers,0,VIP Customers
CUST0290,182,1,98.86195495941315,1,1,1,111,1.0,About to Sleep,1,At Risk
CUST0291,34,5,546.5006950909476,4,3,3,433,3.3333333333333335,Loyal Customers,0,VIP Customers
CUST0292,68,2,155.75558626924783,3,1,1,311,1.6666666666666667,New Customers,1,At Risk
CUST0293,116,3,385.0389773235096,2,1,2,212,1.6666666666666667,About to Sleep,1,At Risk
CUST0294,55,5,538.1211776880014,3,3,3,333,3.0,Loyal Customers,0,VIP Customers
CUST0295,31,6,694.4838750576455,4,4,4,444,4.0,Champions,0,VIP Customers
CUST0296,52,7,574.0791191529106,3,4,3,343,3.3333333333333335,Loyal Customers,0,VIP Customers
CUST0297,51,1,148.4525140461452,3,1,1,311,1.6666666666666667,New Customers,1,At Risk
